Nombre,Apellido,Género,Edad,Endeudamiento,Tipo de pensionista,Delito de mayor gravedad ,Cantidad de hijos,Lugar de residencia,Participación en un voluntariado,Estado civil,Participación anterior,Fumador,Preferencia viaje,Pension anual,Años tributados,Maltrato,Discapacidad
Cecilia,Vazquez,female,84,True,6,0,2,4,True,3,False,0,4,19249,42,False,0
Etelvina,Marti,female,77,False,6,0,2,4,True,1,False,0,3,11959,35,False,0
Chita,Comas,female,68,False,4,0,0,2,False,3,False,0,1,32146,42,False,0
Carla,Mur,female,63,False,5,2,1,1,True,2,False,1,3,20507,32,False,0
Mirta,Olmo,female,78,False,2,0,1,1,False,2,False,0,3,22860,37,False,0
Josefina,Acedo,female,75,True,3,0,1,4,False,2,False,0,1,17198,43,False,0
Miriam,Ureña,female,73,False,1,0,2,4,False,2,False,0,4,17820,28,False,0
Elba,Toledo,unknown,75,True,5,0,0,1,False,2,False,0,2,26650,44,False,0
Gloria,Acevedo,female,76,False,1,0,2,1,False,2,False,0,3,21250,36,False,0
Ruperta,Barragán,female,65,False,1,0,2,1,False,3,False,0,1,25086,42,False,1
Jose Luis,Querol,unknown,74,False,1,3,1,1,False,2,True,0,4,16244,36,False,1
Elpidio,Malo,male,82,True,6,0,1,1,False,2,False,0,4,16355,16,False,3
Demetrio,Solís,male,64,False,2,0,2,1,False,1,False,0,4,19521,44,False,0
Dani,Gomis,male,74,False,3,0,1,1,True,2,False,0,4,17632,25,False,0
Nuria,Sastre,female,83,False,1,0,1,4,False,2,False,0,3,15474,43,False,2
Mario,Sandoval,male,74,True,5,0,2,2,False,2,False,0,2,14057,26,False,0
Tecla,Peinado,female,83,False,1,0,7,1,False,2,False,0,5,13964,42,False,2
Otilia,Agullo,female,60,False,1,0,2,1,False,2,False,0,5,18719,42,False,2
Evita,Galvez,female,76,False,2,2,1,1,False,2,False,0,2,14159,43,False,3
Emilia,Giralt,female,60,False,4,0,0,1,False,2,False,0,4,20194,40,False,0
Nereida,Pedrosa,female,80,False,3,0,7,1,False,1,False,0,3,26427,42,False,1
Juan Luis,Ayuso,unknown,63,False,4,0,3,1,False,2,False,0,4,11217,43,False,0
Elisa,Carrera,female,79,False,4,0,1,1,False,2,False,0,3,17222,41,False,0
Natalia,Escribano,female,79,False,2,0,2,1,True,2,True,0,4,13011,43,False,3
Celia,Llanos,female,81,False,2,0,2,1,False,2,False,0,3,19558,42,False,3
Andrea,Galiano,female,70,False,3,0,0,1,False,2,False,0,4,14613,30,False,3
Amor,Sanz,female,59,False,5,0,0,1,True,3,False,0,2,25093,43,False,0
Leoncio,Solera,male,76,True,3,0,2,1,False,3,False,0,4,16033,27,False,0
Ulises,Olivera,male,62,False,2,0,3,1,False,2,True,0,3,26487,30,False,0
Maria Del Carmen,Dueñas,unknown,64,True,4,0,1,4,False,2,False,0,4,17931,43,False,0
Eulalia,Macias,female,59,True,6,0,2,4,False,2,False,1,4,23743,23,False,0
Angeles,Aranda,unknown,69,True,5,0,1,4,False,3,False,0,5,16221,42,False,3
Priscila,Riquelme,female,65,False,6,0,1,6,False,2,False,0,4,13070,44,False,0
Onofre,Iglesias,unknown,82,False,5,0,2,1,False,3,False,0,3,22058,41,False,0
Flavia,Ángel,female,73,False,1,0,0,1,False,2,False,0,4,16449,44,False,0
Nando,Salazar,male,74,False,2,0,2,1,False,1,False,0,2,16720,44,False,0
Florencia,Briones,female,94,False,6,0,2,2,False,2,False,0,4,22324,38,False,0
Genoveva,Ramirez,female,97,False,6,0,2,4,True,3,False,0,4,21344,33,True,2
Mayte,Abascal,female,67,False,6,0,0,1,True,2,False,0,4,37088,41,False,0
Gabriel,Bonilla,male,78,False,5,0,2,4,False,3,False,0,3,19491,41,False,0
Telmo,Badía,male,79,True,5,0,3,1,False,2,False,1,2,18135,38,False,0
Petrona,Corominas,female,62,True,3,0,1,1,True,3,True,0,3,18134,42,False,0
Simon,Molins,male,66,True,6,0,2,1,False,3,True,0,2,16554,37,False,2
Rosa,Mate,female,58,False,4,0,2,2,True,2,False,0,5,14939,43,False,3
Marino,Álvarez,male,68,True,5,0,0,1,False,2,False,0,4,14260,39,False,0
Dora,Padilla,female,75,False,4,0,2,1,False,2,True,0,2,16589,36,False,3
Norberto,Barriga,male,80,False,3,0,2,1,True,3,False,0,4,11515,26,False,0
Eli,Quirós,female,71,False,3,0,2,1,True,1,True,0,2,13465,34,False,3
Tadeo,Vara,male,68,False,1,0,2,1,False,2,False,0,1,12810,35,False,0
Maximiano,Hervia,male,68,False,4,0,2,1,False,3,False,1,1,28171,35,False,0
Anacleto,Tirado,male,71,False,4,0,3,1,True,3,False,1,4,16141,17,False,0
Carina,Pol,female,74,True,4,0,2,1,False,3,True,0,3,18369,43,False,0
Angela,Barranco,female,65,False,5,0,1,1,False,1,False,0,1,18607,38,False,0
Amado,Juárez,male,68,False,5,0,2,1,True,2,False,0,2,20403,44,False,0
Alondra,Zaragoza,female,74,False,3,0,3,1,False,2,False,0,4,15017,41,False,0
Adelaida,Peral,female,63,False,2,0,0,1,False,2,False,0,3,25029,40,False,0
Vanesa,Espejo,female,64,False,1,0,2,1,False,3,False,0,5,13396,19,False,0
Dulce,Núñez,female,62,True,1,0,0,4,False,3,False,0,3,20346,40,False,1
Pascual,Calvo,male,96,False,5,0,3,4,False,1,False,1,4,25801,35,False,2
Macaria,Palomar,female,68,False,3,0,0,1,False,3,False,0,2,11274,39,False,0
Ruben,Coll,male,73,False,2,0,1,1,False,3,False,0,3,23426,40,False,3
Jenny,Montes,female,74,False,3,0,2,1,True,3,False,0,4,23076,33,False,0
Jose Ignacio,Verdejo,unknown,65,False,5,0,2,1,True,2,False,0,3,11676,17,False,0
Ani,Berenguer,female,62,False,6,0,2,1,False,2,True,0,4,16853,39,False,3
Angela,Salinas,female,68,False,1,0,1,1,False,2,True,0,3,19316,41,False,0
Ricarda,Santamaria,female,59,False,6,0,1,1,True,1,False,0,4,15531,42,False,2
Rosario,Ropero,male,64,True,6,0,4,1,True,1,True,0,1,21703,43,False,3
Zoraida,Hidalgo,female,66,False,4,0,2,1,False,2,False,0,5,18438,32,False,0
Maristela,Miró,unknown,68,False,1,0,1,1,True,1,False,0,3,13647,40,False,0
Rosenda,Esparza,female,61,False,2,0,0,1,False,3,False,0,3,17062,35,False,0
Marciano,Valbuena,male,71,False,3,0,0,1,False,2,False,0,1,12623,26,False,0
Apolonia,Báez,female,60,False,3,0,4,4,False,3,True,0,3,20455,30,False,0
Cecilio,Ugarte,male,77,True,5,0,0,1,False,2,False,0,3,16514,24,False,3
Rico,Fabra,male,58,False,4,0,2,1,True,2,False,0,2,17457,43,False,0
Gisela,Puerta,female,83,False,5,0,0,1,False,2,False,0,3,13366,22,False,0
Marco,Somoza,male,62,True,5,0,2,4,False,2,False,0,1,17284,43,False,0
Adelardo,Cisneros,unknown,60,False,2,0,2,1,False,3,False,0,1,11164,42,False,3
Carolina,Conde,female,69,False,5,0,2,4,False,2,False,0,2,31686,37,False,3
Javiera,Mena,female,60,True,4,0,1,1,False,3,True,0,1,20677,43,False,0
Teresita,Torrecilla,female,60,False,4,0,1,1,False,2,False,0,2,23755,35,False,3
Clementina,Coca,female,73,False,2,0,2,1,True,2,False,0,2,21475,42,False,3
Haydee,Cordero,female,73,False,2,0,4,1,True,2,False,0,5,18658,37,False,0
Eufemia,Villalonga,female,72,False,5,0,2,1,False,3,False,0,4,38988,43,False,3
Dan,Carpio,male,77,False,4,0,1,1,False,3,False,0,4,29320,23,False,0
Leopoldo,Cruz,male,76,False,1,0,3,1,False,2,False,0,2,15836,42,False,0
Tiburcio,Manso,male,70,True,3,0,2,1,True,3,False,0,4,15542,43,True,2
Mireia,Oliveras,female,59,False,1,0,8,1,False,2,False,0,5,16662,43,False,0
Palmira,Carbonell,female,64,False,4,0,0,2,False,3,False,0,4,16444,26,False,0
Jimena,Rosell,female,67,True,3,0,8,1,True,2,False,0,4,24867,42,False,0
Fabiana,Barros,female,72,False,4,0,2,4,False,3,False,0,5,19341,44,False,0
Alondra,Perales,female,63,False,2,0,0,1,False,3,False,0,4,11681,35,False,0
Alondra,Soto,female,62,False,5,0,1,1,False,2,False,0,4,16652,33,False,0
Jose Angel,Aguilar,unknown,78,False,2,0,2,1,False,1,False,0,3,14302,43,False,3
Lupe,Miralles,mostly_female,68,False,5,0,2,1,False,2,False,0,4,17186,36,False,0
Alba,Rico,female,74,False,4,0,2,4,False,3,False,0,5,16644,24,False,0
Ximena,Pujadas,female,67,False,6,2,2,4,False,2,False,0,4,16472,43,False,0
Anacleto,León,male,70,False,4,0,1,1,False,2,False,0,4,15786,44,False,0
Maria,Calatayud,female,97,False,5,0,5,1,False,2,True,0,3,21773,27,False,0
Silvio,Gaya,male,63,False,1,0,0,1,False,2,False,0,3,12475,41,False,3
Manolo,Orozco,male,81,False,1,0,0,1,False,3,False,0,5,11817,34,False,0
Paula,Roldan,female,68,True,6,0,7,4,False,2,False,0,1,18748,40,False,0
Victorino,Elorza,male,63,True,1,0,1,4,False,2,False,0,2,18170,42,False,0
Narciso,Anaya,male,63,True,3,0,5,1,True,2,False,0,3,11652,42,False,0
Nacio,España,unknown,77,False,1,0,1,1,False,1,False,0,4,13918,44,False,0
Emperatriz,Ibañez,female,72,False,3,0,2,1,True,2,True,0,4,17624,21,False,0
Renata,Noguera,female,61,False,1,0,2,1,True,2,False,0,4,16184,41,False,3
Lidia,Alcalá,female,69,False,1,0,2,2,False,3,False,0,3,19358,26,False,3
Edmundo,Roda,male,70,False,3,0,5,1,False,2,False,0,2,15844,35,False,0
Paula,Viñas,female,79,False,4,0,2,4,False,2,False,0,2,18829,41,False,0
Alfonso,Arcos,male,66,False,4,0,0,4,True,3,True,0,3,16756,42,False,0
Aroa,Izquierdo,unknown,62,False,5,0,0,2,False,3,False,0,3,22428,43,False,3
Anna,Castillo,female,69,False,4,0,1,1,False,2,False,0,4,12486,40,False,0
Juana,Diéguez,female,66,False,5,0,2,1,False,3,False,0,1,14830,28,False,0
Balduino,Sanmiguel,male,82,True,6,0,2,1,True,3,False,0,1,26808,31,False,0
Victor,Bueno,male,63,False,1,0,1,1,True,2,False,0,3,13738,35,False,3
Rosendo,Alfaro,male,58,False,4,0,2,1,True,2,False,0,3,11187,42,False,0
Marcelo,Vicente,male,69,False,4,0,1,1,False,2,False,0,3,14323,31,False,0
Graciano,Guardia,male,78,True,2,0,6,1,False,2,True,1,4,20169,28,False,0
Sara,Hierro,female,74,False,2,3,0,1,False,3,True,0,1,12953,23,False,0
Amada,Boada,female,68,False,4,0,2,1,False,2,True,0,4,15833,41,False,0
Leandro,Valbuena,male,72,False,5,0,0,1,True,2,False,0,3,30779,32,False,0
Jose Mari,Malo,unknown,76,False,5,0,2,1,False,1,False,0,3,11948,44,False,0
Efrain,Uribe,male,59,False,6,0,0,4,True,3,True,0,4,13880,43,False,0
Jacinto,Colom,male,72,False,4,2,1,1,False,2,False,0,4,22267,41,False,2
Hector,Guijarro,male,61,False,3,2,2,1,False,2,False,0,4,18624,17,False,0
Carmina,Vera,female,62,False,2,0,2,1,False,2,False,0,5,15699,42,False,3
Maria Jesus,Meléndez,unknown,94,False,3,0,2,1,False,2,True,0,2,29503,41,False,0
Amado,Torrens,male,60,True,4,0,2,1,True,2,False,0,4,15050,40,False,0
Baltasar,Bayón,male,60,False,3,0,1,2,True,2,False,0,1,15269,34,False,0
Albino,Barco,male,70,False,6,0,1,4,True,1,False,2,4,14682,36,False,3
Jonatan,Maldonado,unknown,65,False,5,0,1,1,False,2,False,1,3,11295,40,False,0
Agueda,Carretero,unknown,73,True,2,0,1,1,False,3,False,0,1,16090,35,False,3
Berto,Bermudez,male,62,False,1,0,0,1,True,2,False,0,2,25782,44,False,2
Catalina,Echeverría,female,74,True,5,0,0,1,False,2,False,0,3,11595,28,False,0
Teodoro,Pinilla,male,70,False,6,0,2,1,False,2,False,0,1,19516,26,False,0
Leandro,Carreras,male,71,True,6,0,2,1,True,3,False,0,2,17930,21,False,0
Miriam,López,female,61,True,3,0,0,1,True,3,False,0,5,25318,37,False,0
Augusto,Ribas,male,69,False,4,0,2,1,False,1,False,0,4,22910,40,False,0
Mamen,Yuste,unknown,61,False,6,0,2,1,False,2,False,0,5,25867,30,False,0
Emilio,Santamaria,male,58,False,1,2,6,1,False,3,False,0,3,22498,16,False,0
Josefina,Abril,female,82,False,2,0,0,1,False,3,False,0,2,19324,36,False,0
Fernando,Rivas,male,66,False,4,0,4,1,False,1,False,0,2,21052,41,False,0
Milagros,Benítez,female,70,False,6,0,1,2,False,2,True,0,1,14251,29,False,1
Teo,Palomar,male,75,False,5,0,2,1,False,2,False,0,4,14176,35,False,3
Emilia,Heredia,female,72,False,5,0,1,1,False,2,False,0,3,24664,39,False,0
Natalio,Valverde,male,60,False,1,0,1,1,False,3,False,0,3,18742,42,False,0
Lope,Lloret,male,71,False,5,0,2,1,False,2,False,0,1,19237,42,False,0
Tito,Cano,male,67,False,1,0,0,1,False,2,False,0,2,12609,18,False,0
Martirio,Pomares,male,65,False,5,0,1,1,False,2,False,0,3,11360,40,False,0
Domingo,Delgado,male,66,False,4,2,1,1,True,2,False,0,4,16981,42,False,2
Josefa,Cañas,female,67,False,2,0,3,1,False,2,True,0,3,20001,44,False,0
Olivia,Quirós,female,65,False,4,0,8,4,True,3,False,0,4,11662,44,False,0
Nadia,Vergara,female,69,False,5,0,2,1,True,2,False,0,2,19270,15,False,3
Andres Felipe,Herranz,unknown,59,False,1,0,2,1,True,2,False,0,4,21421,31,False,0
Benigno,Benavente,male,75,False,6,0,1,1,False,2,False,0,3,11932,42,False,0
Manuela,Marcos,female,62,False,2,0,2,2,True,2,False,0,3,14417,43,False,2
Carla,Viñas,female,63,False,5,0,2,1,True,1,False,0,1,24735,41,False,0
Alcides,Bauzà,male,63,False,4,0,4,1,False,3,False,0,2,29949,43,False,0
Gerardo,Barberá,male,89,False,2,0,1,1,False,2,False,0,3,12326,41,False,0
Gabriel,Alberdi,male,70,False,6,0,0,4,False,3,False,0,2,18676,38,False,0
Adela,Marqués,female,79,False,4,0,1,1,False,3,False,0,3,18771,30,False,0
Hortensia,Olivé,female,75,False,1,0,2,4,True,3,False,0,3,17722,44,False,3
Vicenta,Benítez,female,64,False,2,0,2,4,False,2,False,0,1,27189,35,False,0
Macario,Niño,male,68,False,4,0,2,1,False,2,False,0,4,23940,40,False,0
Roberto,Aguiló,male,84,False,4,0,1,6,True,2,True,0,3,12615,32,False,0
Modesta,Bas,female,72,False,4,0,2,1,False,2,False,0,2,21422,41,False,0
Patricio,Amaya,male,64,False,2,0,2,4,True,2,False,0,2,16218,38,False,0
Carmela,Viñas,female,66,False,1,0,2,1,False,2,False,0,3,23934,42,False,0
Edmundo,Garcia,male,68,True,2,0,5,4,False,2,False,0,4,21908,43,False,0
Pedro,Mora,male,59,False,4,0,2,4,False,2,False,0,3,15058,40,False,0
Eusebio,Diez,male,59,False,1,0,0,1,False,1,False,0,1,14803,38,False,3
Ricarda,Cordero,female,60,False,5,0,1,4,True,2,False,0,4,18386,41,False,0
Esperanza,Cases,female,65,False,4,0,5,1,True,2,False,0,2,15164,40,False,0
Cristian,Gelabert,male,69,False,2,0,1,1,True,2,False,0,3,29008,42,False,0
Yolanda,Solís,female,73,False,1,0,0,1,False,2,False,0,3,20894,42,False,0
Lucia,Sarmiento,female,76,False,6,2,2,4,False,2,False,0,4,16528,40,False,0
Jose Antonio,Sarmiento,unknown,66,False,2,0,2,1,True,2,False,0,5,14501,41,False,3
Timoteo,Catalá,male,76,False,2,2,2,1,False,3,False,0,3,13935,30,False,0
Flor,Castellanos,female,62,False,1,0,4,1,False,2,False,0,3,15403,44,False,3
Pascual,Gual,male,75,False,2,0,1,1,True,2,True,0,5,15729,44,False,0
Eligia,Peinado,female,61,False,3,0,0,1,True,2,False,0,4,13846,40,False,0
Rodolfo,Mármol,male,83,False,3,0,1,1,False,3,False,0,2,12022,41,False,0
Ezequiel,Cabañas,male,78,False,1,0,1,1,False,2,False,0,5,16612,30,False,0
Vicente,Márquez,male,71,True,3,0,0,1,False,2,False,0,3,12347,40,False,0
Malena,Morata,female,63,True,6,0,2,1,True,2,False,0,2,21653,25,False,0
Rufina,Herrera,female,91,False,2,0,2,1,False,1,False,0,4,18716,44,False,0
Lope,Miró,male,62,False,5,0,0,2,False,2,False,0,4,22375,40,False,3
Diana,Llorens,female,77,False,5,0,0,1,False,2,False,2,3,13419,22,False,3
Baudelio,Checa,male,66,False,5,0,2,2,False,2,False,0,1,16732,16,False,0
Roxana,Suárez,female,60,False,5,0,1,1,False,2,True,0,4,26855,41,False,0
Isaura,Escamilla,female,74,False,1,0,2,1,False,2,False,0,5,28398,34,False,3
Nacho,Tejera,male,67,False,2,0,2,1,False,1,False,0,4,19130,40,False,2
Piedad,Juliá,female,73,True,3,0,6,1,False,2,False,0,5,19446,44,False,0
Elvira,Pozo,female,59,False,2,0,2,1,True,2,True,0,2,15748,36,False,2
Jose Luis,Aparicio,unknown,75,False,3,0,4,4,False,2,False,0,3,26087,33,False,0
Berta,Cervantes,female,63,False,4,0,2,1,True,3,False,0,5,19519,40,False,0
Yago,Barrio,unknown,63,True,3,0,1,4,False,3,False,0,4,17229,29,False,0
Pilar,Capdevila,female,72,True,1,0,1,1,False,2,False,1,4,18810,39,False,3
Ricardo,Morante,male,80,False,5,0,2,1,False,2,False,0,3,17274,40,False,1
Jessica,Álamo,female,74,False,6,0,0,1,False,2,False,0,2,25188,44,False,0
Sonia,Montenegro,female,77,True,3,0,0,1,False,2,True,0,4,13396,43,False,0
Agustin,Pacheco,male,66,True,2,0,0,2,False,2,False,0,5,27174,44,False,0
Jordan,Castro,male,62,False,2,0,0,2,False,3,False,0,2,19708,43,False,0
Jacinto,Gual,male,63,False,6,0,2,4,True,2,False,0,5,22877,42,False,0
Carla,Salmerón,female,68,False,4,0,2,2,True,3,False,0,3,20770,39,False,2
Aitana,Sanchez,female,65,True,5,0,0,1,False,3,False,0,3,19847,24,False,0
Modesta,Salmerón,female,67,True,1,0,0,1,True,3,True,0,4,20248,42,False,3
Adela,Almazán,female,78,False,5,0,0,4,False,2,False,0,3,19910,40,False,0
Edu,Valenciano,unknown,59,True,5,0,2,1,False,2,False,0,2,17777,33,False,0
Micaela,Palacios,female,59,False,6,0,2,1,False,3,False,0,4,19355,22,False,3
Crescencia,Cervantes,female,66,False,6,0,2,1,False,2,False,0,4,17995,39,False,0
Elena,Granados,female,66,False,2,0,0,1,True,2,False,0,5,11509,41,False,3
Godofredo,Carrasco,male,59,False,6,0,2,2,True,2,False,0,5,13594,38,False,0
Lupe,Campo,mostly_female,77,False,3,0,1,1,False,1,False,0,2,13885,44,False,0
Luisa,Castell,female,80,False,5,0,1,1,True,1,False,0,4,23802,44,False,0
Saturnino,Lamas,male,69,False,4,0,1,1,False,2,False,2,3,17682,29,False,0
Virgilio,Piñol,male,68,False,4,0,1,4,True,2,False,0,2,25494,43,False,3
Pablo,Sanjuan,male,71,False,1,0,4,1,False,2,True,0,3,17886,20,False,0
Fabricio,Aliaga,male,59,True,6,0,2,1,False,1,True,0,2,20034,26,False,0
Mario,Mancebo,male,77,False,6,0,3,1,True,1,False,0,4,20581,43,False,0
Rosenda,Fajardo,female,58,False,3,0,2,1,False,2,False,0,5,20489,42,False,0
Melania,Olivera,female,80,False,6,2,2,4,False,1,False,0,4,11010,41,False,0
Martin,Tudela,male,63,False,2,0,2,2,False,2,False,0,2,25493,19,False,0
Mayte,Coello,female,65,False,6,0,1,4,False,2,True,0,4,16684,40,False,0
Dimas,Fernández,male,79,False,1,0,2,4,False,2,False,0,1,20020,41,False,0
Toribio,Delgado,male,60,False,5,0,1,1,False,2,False,0,2,16810,43,False,0
Martin,Cantón,male,81,False,5,0,1,1,False,2,False,1,2,18100,19,False,0
Ivan,Clavero,male,89,False,1,0,1,2,False,2,False,0,1,19519,37,False,3
Flora,Bauzà,female,74,False,5,0,1,1,True,2,False,0,1,18321,40,False,0
Patricio,Viana,male,61,False,4,0,2,1,True,3,False,0,3,16586,34,False,0
Samu,Ayllón,male,61,False,6,0,2,1,True,2,False,0,3,26202,42,False,0
Juanito,Rincón,male,70,False,2,0,0,1,True,2,False,0,1,24080,42,False,0
Estela,Amigó,female,59,False,4,0,0,1,False,2,True,0,2,13314,40,False,1
Jacobo,Cañizares,male,72,False,5,0,1,1,True,3,False,0,4,16947,39,False,0
Sabina,Gelabert,female,64,False,4,0,2,1,False,2,False,0,4,14934,19,False,0
Gustavo,Escudero,male,63,True,5,0,2,1,True,2,False,0,2,20827,40,False,0
Rafael,Mancebo,male,65,True,2,0,2,1,False,2,False,1,4,30620,32,False,0
Clemente,Soriano,male,67,False,3,0,4,1,False,2,True,0,2,31106,40,False,0
Selena,Jerez,female,68,False,1,0,6,1,True,2,False,0,1,19093,36,False,3
Inocencio,Robledo,male,67,False,4,0,2,4,True,3,False,0,4,21277,40,False,2
Sergio,Jerez,male,82,False,3,0,2,1,True,1,False,0,1,16517,41,False,0
Sabas,Infante,male,75,False,4,0,2,1,False,1,False,0,1,11788,36,False,3
Nico,Velasco,male,99,False,5,0,2,1,False,3,False,0,2,16974,41,False,0
Nilo,Galindo,male,62,False,5,0,2,1,False,2,False,0,2,12744,33,False,0
Tania,Valenzuela,female,78,False,5,0,0,1,False,2,False,0,4,37524,40,False,0
Crescencia,Escribano,female,64,False,2,0,6,1,False,3,False,0,3,21486,41,False,0
Geraldo,Porta,male,65,False,5,0,2,1,False,2,False,0,3,24380,39,False,0
Maximiliano,Huertas,male,68,False,2,0,2,1,True,2,True,0,4,17607,43,False,0
Armando,Gárate,male,74,False,5,0,2,1,False,3,False,0,2,15042,43,False,3
Lucila,Fuertes,female,89,True,1,0,0,1,False,2,True,1,2,12077,42,False,3
Zoraida,Cordero,female,64,False,1,0,0,1,True,2,False,1,2,19457,41,False,0
Jacinta,Canet,female,82,False,2,0,1,1,False,3,False,0,2,19506,42,False,0
Joaquina,Escalona,female,59,False,5,0,2,1,True,3,False,0,4,17414,32,False,0
Asdrubal,Iñiguez,male,67,True,2,2,6,1,False,2,False,0,4,14273,41,False,0
Noemi,Expósito,female,91,False,6,0,1,1,False,1,False,0,4,21121,42,False,0
Melania,Valcárcel,female,60,False,6,0,2,1,True,2,False,0,4,18325,33,False,3
Simon,Palau,male,59,False,5,0,6,1,False,2,False,0,2,20956,30,False,0
Luna,Vives,female,74,False,5,0,1,1,False,3,True,0,1,25059,39,False,1
Bernarda,Ribas,female,78,False,5,0,2,1,False,2,False,0,3,14097,31,False,0
Pablo,Angulo,male,76,False,6,0,7,1,True,2,False,0,2,35857,35,False,0
Amado,Villegas,male,59,False,1,0,0,1,False,2,False,0,3,14276,44,False,0
Florinda,Ibañez,female,63,False,3,0,2,2,False,2,True,0,2,15581,27,False,0
Cecilio,Company,male,79,False,4,0,2,1,True,2,False,0,3,11390,26,False,0
Paz,Cañellas,female,66,True,1,0,2,1,False,1,False,0,5,10973,44,False,1
Yaiza,Cabeza,unknown,68,False,1,0,1,1,False,1,True,0,4,18946,41,False,0
Eligia,Falcón,female,68,False,3,0,2,1,False,2,True,0,3,11768,41,False,3
Emilia,Font,female,73,True,2,0,1,1,False,3,False,0,4,20422,43,False,0
Zaira,Llopis,female,94,False,1,0,1,1,True,3,False,0,3,28196,41,False,0
Rufino,Tamarit,male,69,False,6,0,1,1,True,1,False,0,1,26178,43,False,2
Asuncion,Tena,unknown,99,False,2,0,0,1,False,3,False,0,2,35854,44,False,0
Nadia,Rocha,female,71,False,6,0,2,1,False,2,False,0,4,20363,41,False,0
Evita,Heredia,female,71,False,4,0,0,1,True,2,False,0,4,20561,37,False,3
Alejandra,Nieto,female,75,False,2,0,2,1,True,2,True,0,1,14651,42,False,0
Edelmira,Sancho,female,74,False,2,0,2,1,False,2,False,0,1,18495,44,False,0
Luis,Solano,male,62,False,1,0,0,1,False,3,True,0,2,15157,36,False,0
Nacio,García,unknown,90,False,2,0,1,4,False,2,True,0,1,13509,43,False,0
Paco,Miranda,male,79,False,2,0,1,1,False,2,False,0,4,17427,22,False,0
Valentina,Falcó,female,64,False,6,0,1,1,False,2,False,1,3,35894,33,False,3
Bartolome,Otero,unknown,74,False,1,0,0,1,False,2,False,0,3,21773,40,False,0
Ambar,Solé,unknown,98,False,1,0,1,1,False,1,False,1,3,14795,40,False,0
Imelda,Duran,female,77,True,5,0,0,1,True,1,False,0,3,15535,37,False,2
Angelina,Vaquero,female,63,False,5,0,1,1,False,2,False,0,3,12829,38,False,0
Abril,Benitez,unknown,65,True,4,0,2,1,True,2,False,0,3,10972,16,False,3
Loida,Ortega,unknown,60,False,3,0,1,1,True,3,False,0,2,13208,37,False,3
Camila,Giner,female,75,False,6,0,2,1,False,2,False,0,2,21195,42,False,3
Custodio,Alfonso,male,65,True,6,0,2,4,False,3,True,0,2,20770,32,False,0
Nicanor,Aller,male,77,True,1,0,2,1,True,1,False,0,1,28014,43,False,3
Lupe,Zabaleta,mostly_female,75,False,4,0,2,1,True,2,False,0,1,11678,26,False,2
Godofredo,Lucas,male,66,True,6,0,2,1,False,2,False,0,2,16641,42,False,0
Rosalia,Lorenzo,female,90,False,3,0,2,1,False,2,False,0,4,19233,44,False,0
Juan Manuel,Colom,unknown,68,True,2,0,2,1,False,1,False,0,3,20255,44,False,1
Gala,Gargallo,female,71,False,2,0,1,4,False,2,False,0,3,16122,41,False,0
Ruperta,Figuerola,female,78,False,5,0,2,1,False,2,False,0,4,26324,37,False,3
Laura,Escrivá,female,71,False,4,0,1,1,False,1,False,0,1,12788,40,False,1
Guadalupe,Jurado,female,66,True,4,0,0,1,False,2,False,1,4,20730,42,False,3
Araceli,Barrio,female,68,False,1,0,8,4,False,3,False,0,5,22370,43,False,1
Adelina,Gonzalo,female,67,False,2,0,2,1,True,3,True,0,2,42166,42,False,0
Buenaventura,Carrión,male,81,False,3,0,0,1,True,1,True,0,4,12248,41,False,0
Jenny,Barral,female,69,True,3,0,1,4,False,2,False,0,4,16029,43,False,3
Angelina,Zapata,female,73,False,4,0,1,1,False,2,False,0,4,12253,34,False,1
Dorita,Company,female,73,False,4,0,1,1,True,2,False,1,4,11546,44,False,3
Lucas,Barral,male,62,False,6,0,1,1,False,1,False,0,3,42199,36,False,3
Eliseo,Cuenca,male,66,True,1,0,2,1,False,3,False,0,4,13032,42,False,3
Jenny,Tolosa,female,65,False,3,0,2,2,False,3,False,0,3,30092,42,False,3
Victor Manuel,Amo,unknown,58,False,1,0,0,1,False,3,False,0,2,22373,41,False,0
Coral,Parejo,female,76,True,4,0,8,1,False,3,False,0,1,16749,41,False,2
Edu,Blanch,unknown,66,False,2,0,0,1,False,2,False,0,5,26045,44,False,0
Rogelio,Roselló,male,71,False,3,0,2,1,True,2,False,0,1,30654,36,False,3
Graciano,Ayala,male,67,False,5,0,2,4,True,2,False,0,4,11054,37,False,0
Hermenegildo,Vélez,male,58,False,2,0,0,1,False,2,True,0,2,17709,35,False,3
Ambar,Infante,unknown,65,False,2,0,2,1,False,3,False,0,4,13939,39,False,0
Valentin,Valenzuela,male,63,False,2,0,1,1,False,2,False,0,3,22647,40,False,0
Miriam,Serrano,female,67,False,5,0,2,1,False,2,False,2,5,15079,43,False,0
Luz,Collado,mostly_female,72,False,2,0,1,4,True,2,True,0,3,12289,44,False,0
Estrella,Camino,female,64,False,5,0,1,1,False,3,False,0,4,16460,42,False,0
Camilo,Manzano,male,65,True,5,0,2,1,False,2,False,0,2,19715,44,False,0
Marcia,Rubio,female,79,False,6,0,7,1,False,2,False,0,4,17124,23,False,0
Maria Fernanda,Arenas,unknown,81,False,5,0,2,4,False,2,False,0,2,21049,23,False,0
Maribel,Prado,female,63,True,4,0,1,4,True,3,True,0,2,25883,44,False,0
