viaje_id,jubilado_id,nombre,apellido,edad,pension_anual,años_tributados,numero_propiedades,nacionalidad_española,geografico_id,ciudad,comunidad_autonoma,es_costa,cantidad_hijos,estado_civil,participacion_anterior,maltrato,tipo_discapacidad,enfermedad_nivel,historial_judicial,endeudamiento,participacion_voluntariado,fumador,preferencia_internacional,preferencia_viaje_1,preferencia_viaje_2,preferencia_viaje_3,participacion_activa,mes_ultimo_viaje,puntos
46,16328,Imelda,Araujo,96,19266.0,41,1,True,10,Teruel,Aragon,False,0,Viudo,False,False,Grado 0,Leve,Sin delitos,False,True,False,False,46,129,78,False,,40.87
46,83506,Maribel,Gomila,79,19398.0,43,1,True,11,Zaragoza,Aragon,False,2,Casado,False,False,Grado 0,Leve,Sin delitos,False,True,False,False,46,2,16,False,,40.61
46,43640,Jacinto,Lobato,73,11162.0,44,2,True,37,Barcelona,Cataluna,True,2,Viudo,False,False,Grado 1,Leve,Sin delitos,False,True,False,False,46,38,97,False,,40.369866528028226
46,78215,Edmundo,Bustos,72,15805.0,44,1,True,51,Madrid,Comunidad de Madrid,False,2,Viudo,False,False,Grado 0,Ninguna,Sin delitos,False,True,False,False,144,46,137,False,,40.14790956163169
46,82459,Josefa,Téllez,83,15228.0,43,1,True,51,Madrid,Comunidad de Madrid,False,4,Casado,False,False,Grado 0,Leve,Sin delitos,False,False,False,False,123,46,130,False,,40.11
46,96732,Reina,Martorell,78,15342.0,42,2,True,25,Cuenca,Castilla-La Mancha,False,0,Soltero,False,False,Grado 0,Media,Sin delitos,False,True,False,False,46,104,83,False,,40.072807642488605
46,4390,Primitiva,Almazán,96,17575.0,40,2,True,9,Huesca,Aragon,False,6,Casado,False,False,Grado 0,Media,Sin delitos,False,False,False,False,85,46,140,False,,40.0
46,97708,Balduino,Pla,72,11946.0,44,1,True,16,Ibiza,Islas Baleares,True,2,Viudo,False,False,Grado 0,Media,Sin delitos,False,False,False,False,46,129,101,False,,39.89790956163169
46,4256,Isa,Isern,83,17642.0,43,2,True,47,Lugo,Galicia,True,6,Viudo,False,False,Grado 0,Leve,Sin delitos,False,False,True,False,46,74,141,False,,39.86
46,82819,Seve,Blanco,77,17572.0,44,1,True,51,Madrid,Comunidad de Madrid,False,5,Viudo,False,False,Grado 1,Ninguna,Sin delitos,False,False,False,False,145,71,114,False,,39.812917775298494
46,14495,Marta,Franco,77,16570.0,44,1,True,51,Madrid,Comunidad de Madrid,False,5,Viudo,False,False,Grado 0,Leve,Sin delitos,False,False,False,False,116,137,14,False,,39.812917775298494
46,81172,Inocencio,Roldán,81,13580.0,34,1,True,55,Alava,Pais Vasco,False,8,Casado,False,False,Grado 1,Leve,Sin delitos,False,False,False,False,53,140,3,False,,39.78
46,71542,Eleuterio,Buendía,84,15467.0,36,1,True,24,Ciudad Real,Castilla-La Mancha,False,5,Viudo,False,False,Grado 0,Leve,Sin delitos,False,False,False,False,49,55,88,False,,39.769999999999996
46,29122,Noelia,Fonseca,79,20390.0,40,1,True,24,Ciudad Real,Castilla-La Mancha,False,2,Viudo,False,False,Grado 0,Media,Sin delitos,False,True,False,True,81,51,69,False,,39.75
46,83299,Maximo,Sabater,80,21357.0,42,1,True,12,Oviedo,Principado de Asturias,False,7,Viudo,False,False,Grado 0,Media,Sin delitos,True,True,False,False,122,94,71,False,,39.74
46,81459,Sandra,Bilbao,100,16604.0,42,1,True,23,Albacete,Castilla-La Mancha,False,8,Casado,False,False,Grado 0,Ninguna,Sin delitos,False,False,False,True,133,103,66,False,,39.74
46,30313,Jose Luis,Viñas,94,11050.0,44,1,True,23,Albacete,Castilla-La Mancha,False,3,Soltero,False,False,Grado 0,Media,Sin delitos,False,False,False,True,76,109,88,False,,39.730000000000004
46,12890,Miriam,Bueno,78,14776.0,41,1,True,10,Teruel,Aragon,False,5,Casado,False,False,Grado 0,Ninguna,Sin delitos,False,True,False,False,114,19,95,False,,39.7028076424886
47,81593,Emelina,Tejera,88,11743.0,41,1,True,53,Cartagena,Region de Murcia,True,2,Viudo,False,False,Grado 0,Ninguna,Sin delitos,False,True,False,False,47,127,121,False,,42.37
47,82226,Casandra,Ledesma,80,14228.0,44,1,True,37,Barcelona,Cataluna,True,4,Casado,False,False,Grado 0,Media,Sin delitos,False,False,False,False,47,78,126,False,,41.230000000000004
47,43940,Desiderio,Carranza,63,14392.0,34,1,True,15,Menorca,Islas Baleares,True,8,Viudo,False,False,Grado 0,Media,Sin delitos,False,True,False,False,47,138,57,False,,41.185877343953194
47,73482,Reyna,Soriano,80,18821.0,42,2,True,51,Madrid,Comunidad de Madrid,False,6,Casado,False,False,Grado 0,Leve,Sin delitos,False,True,False,False,47,26,107,False,,40.49
47,34875,Ignacia,Montesinos,82,19179.0,40,2,True,51,Madrid,Comunidad de Madrid,False,2,Viudo,False,False,Grado 0,Media,Sin delitos,False,True,False,False,47,86,4,False,,40.0
47,20646,Lalo,Ramirez,91,14279.0,41,2,True,37,Barcelona,Cataluna,True,8,Casado,False,False,Grado 0,Leve,Sin delitos,False,False,False,False,80,47,149,False,,39.62
47,67927,Alvaro,Adán,84,19562.0,40,1,True,28,Avila,Castilla y Leon,False,2,Viudo,False,False,Grado 0,Leve,Sin delitos,False,True,False,False,47,51,147,False,,39.5
47,23334,Nilda,Escudero,100,20669.0,44,1,True,4,Granada,Andalucia,False,3,Viudo,False,False,Grado 0,Ninguna,Sin delitos,False,False,False,False,47,79,146,False,,39.230000000000004
47,21319,Bruno,Tomás,72,21495.0,43,1,True,2,Cadiz,Andalucia,True,8,Casado,False,False,Grado 0,Leve,Sin delitos,False,True,False,False,78,47,53,False,,38.77790956163169
47,19064,Josefina,Cazorla,82,13790.0,36,2,True,51,Madrid,Comunidad de Madrid,False,2,Viudo,False,False,Grado 0,Leve,Sin delitos,False,True,False,False,47,147,41,False,,38.769999999999996
47,5659,Xavier,Mercader,77,13108.0,43,2,True,39,Lerida,Cataluna,False,2,Casado,False,False,Grado 0,Media,Sin delitos,False,True,False,True,47,102,110,False,,38.6929177752985
47,1654,Mercedes,Barrera,73,18762.0,42,1,True,1,Almeria,Andalucia,True,7,Viudo,False,False,Grado 0,Leve,Sin delitos,False,False,False,False,109,47,117,False,,38.62986652802823
47,54070,Silvio,Villanueva,84,20239.0,42,1,True,63,Oceania,Oceania,True,2,Casado,False,False,Grado 0,Media,Sin delitos,False,True,False,True,47,94,64,False,,38.49
47,9797,Loreto,Quesada,75,16347.0,38,2,True,18,Las Palmas,Canarias,True,1,Viudo,False,False,Grado 3,Media,Sin delitos,False,True,False,False,47,116,29,False,,38.110220099488515
47,353,Paulino,Espinosa,74,17432.0,43,1,True,50,Logrono,La Rioja,False,5,Soltero,False,False,Grado 0,Media,Sin delitos,False,False,False,False,47,37,145,False,,37.977282327668725
47,84428,Rosalia,Calderon,69,11672.0,41,1,True,48,Orense,Galicia,True,4,Viudo,False,False,Grado 0,Media,Sin delitos,False,False,True,False,47,73,14,False,,37.90417105219812
47,63903,Lucio,Rivera,84,14762.0,40,2,True,43,Valencia,Comunidad Valenciana,True,2,Viudo,False,False,Grado 0,Leve,Sin delitos,False,False,False,False,47,61,10,False,,37.75
47,53130,Ivan,Garzón,84,17103.0,42,1,True,46,La Coruna,Galicia,True,4,Viudo,False,False,Grado 3,Leve,Sin delitos,False,True,True,False,71,70,114,False,,37.74
47,85770,Tamara,Gonzalez,81,15113.0,42,2,True,43,Valencia,Comunidad Valenciana,True,7,Casado,False,False,Grado 0,Leve,Sin delitos,False,False,False,False,126,45,47,False,,37.74
47,80617,Albina,Lara,90,11643.0,44,2,True,43,Valencia,Comunidad Valenciana,True,2,Viudo,False,False,Grado 0,Leve,Sin delitos,False,True,False,False,97,135,33,False,,37.730000000000004
47,16015,Iris,Casares,82,23899.0,39,1,True,17,Formentera,Islas Baleares,True,5,Viudo,False,True,Grado 0,Media,Sin delitos,False,False,False,True,55,70,94,False,,37.629999999999995
47,70034,Rodolfo,Tena,81,18302.0,41,2,True,21,La Gomera,Canarias,True,8,Casado,False,False,Grado 0,Leve,Sin delitos,False,True,False,False,110,139,69,False,,37.62
47,3672,Maria Jesus,Noriega,73,15881.0,44,1,True,22,Santander,Cantabria,True,4,Viudo,False,False,Grado 0,Leve,Sin delitos,False,True,False,True,113,35,1,False,,37.619866528028226
47,85741,Nicanor,Valle,79,11631.0,43,2,True,43,Valencia,Comunidad Valenciana,True,5,Casado,False,False,Grado 0,Leve,Sin delitos,False,True,False,True,35,142,45,False,,37.61
47,80496,Nidia,Rincón,81,19454.0,43,1,True,53,Cartagena,Region de Murcia,True,5,Casado,False,False,Grado 0,Media,Sin delitos,False,True,False,True,141,65,50,False,,37.61
48,6958,Efrain,Llorens,79,13686.0,44,1,True,39,Lerida,Cataluna,False,1,Viudo,False,False,Grado 0,Leve,Sin delitos,False,True,True,False,48,129,111,False,,43.230000000000004
48,4614,Atilio,Hoyos,81,11644.0,43,2,True,12,Oviedo,Principado de Asturias,False,2,Viudo,False,False,Grado 0,Ninguna,Sin delitos,False,False,False,False,48,54,7,False,,42.86
48,48036,Rosalina,Tamarit,78,13038.0,44,1,True,8,Sevilla,Andalucia,False,1,Viudo,False,False,Grado 0,Leve,Sin delitos,False,False,False,False,48,107,137,False,,42.31280764248861
48,7479,Curro,Padilla,95,14975.0,42,2,True,27,Toledo,Castilla-La Mancha,False,5,Casado,False,False,Grado 0,Leve,Sin delitos,False,False,False,False,48,144,25,False,,42.24
48,5450,Maximino,Molina,78,14309.0,38,1,True,12,Oviedo,Principado de Asturias,False,8,Viudo,False,False,Grado 0,Media,Sin delitos,False,True,False,False,48,82,119,True,Marzo,42.0928076424886
48,93570,Primitiva,Calderón,91,11416.0,44,1,True,32,Salamanca,Castilla y Leon,False,1,Viudo,False,False,Grado 0,Leve,Sin delitos,False,False,False,True,148,48,137,False,,41.230000000000004
48,45482,Vinicio,Aroca,93,13774.0,41,1,True,51,Madrid,Comunidad de Madrid,False,2,Casado,False,False,Grado 0,Media,Sin delitos,False,True,False,False,127,48,44,False,,41.12
48,32401,Pablo,Durán,77,18058.0,41,0,True,3,Cordoba,Andalucia,False,2,Viudo,False,False,Grado 0,Ninguna,Sin delitos,False,False,False,False,48,130,66,False,,40.702917775298495
48,56315,Rosalina,Carro,84,14750.0,44,1,True,51,Madrid,Comunidad de Madrid,False,2,Casado,False,False,Grado 0,Leve,Sin delitos,False,False,False,False,48,27,61,False,,40.480000000000004
48,61509,Juan,Bejarano,85,13202.0,44,2,True,26,Guadalajara,Castilla-La Mancha,False,1,Casado,False,False,Grado 0,Leve,Sin delitos,False,True,False,False,48,54,23,False,,40.480000000000004
48,84582,Fernando,Abella,80,13078.0,41,1,True,46,La Coruna,Galicia,True,6,Casado,False,False,Grado 0,Ninguna,Sin delitos,False,False,False,True,48,28,129,False,,40.37
48,45687,Dafne,Sedano,82,18996.0,44,1,True,37,Barcelona,Cataluna,True,0,Viudo,False,False,Grado 0,Media,Sin delitos,False,True,False,False,48,62,120,False,,40.230000000000004
48,38757,Eladio,Maestre,80,15206.0,40,1,True,4,Granada,Andalucia,False,5,Casado,False,False,Grado 0,Ninguna,Sin delitos,False,True,False,False,139,87,14,False,,39.75
48,25095,Quirino,Nadal,77,19881.0,41,2,True,3,Cordoba,Andalucia,False,8,Casado,False,False,Grado 0,Ninguna,Sin delitos,False,True,False,False,79,91,147,False,,39.702917775298495
49,50443,Catalina,Carrillo,80,19434.0,44,2,True,51,Madrid,Comunidad de Madrid,False,3,Viudo,False,False,Grado 0,Leve,Sin delitos,False,True,False,False,49,97,11,False,,44.480000000000004
49,79790,Abilio,Montoya,76,11663.0,42,1,True,8,Sevilla,Andalucia,False,5,Casado,False,False,Grado 0,Leve,Sin delitos,False,False,False,True,49,136,119,False,,43.07874371271181
49,73243,Nadia,Ibañez,79,14155.0,38,1,True,26,Guadalajara,Castilla-La Mancha,False,3,Viudo,False,False,Grado 0,Leve,Sin delitos,False,False,False,False,49,80,143,False,,43.01
49,73866,Gil,Aragonés,84,17533.0,43,0,True,38,Gerona,Cataluna,False,2,Viudo,False,False,Grado 0,Leve,Sin delitos,False,False,False,False,49,111,23,False,,42.86
49,65811,Mauricio,Guardia,81,14737.0,42,1,True,32,Salamanca,Castilla y Leon,False,2,Casado,False,False,Grado 0,Leve,Sin delitos,False,True,False,True,49,105,55,False,,42.24
49,30397,Cloe,Patiño,77,19934.0,41,2,True,37,Barcelona,Cataluna,True,8,Viudo,False,False,Grado 0,Ninguna,Sin delitos,False,False,False,False,49,59,20,False,,42.202917775298495
49,59263,Ana Belen,Verdugo,84,19087.0,42,2,True,8,Sevilla,Andalucia,False,2,Viudo,False,False,Grado 0,Ninguna,Sin delitos,False,True,False,False,49,76,42,False,,41.99
49,23385,Angel,Gallo,82,17965.0,41,1,True,51,Madrid,Comunidad de Madrid,False,2,Soltero,False,False,Grado 0,Media,Sin delitos,False,True,False,False,49,27,123,False,,41.87
49,1470,Fidela,Ferrándiz,77,18389.0,31,1,True,9,Huesca,Aragon,False,5,Viudo,False,False,Grado 0,Media,Sin delitos,False,False,False,False,49,83,89,False,,41.75291777529849
49,17247,Heliodoro,Arrieta,98,18586.0,41,2,True,51,Madrid,Comunidad de Madrid,False,2,Viudo,False,False,Grado 0,Ninguna,Sin delitos,False,True,False,False,49,71,86,False,,41.62
49,24007,Zacarias,Quevedo,80,15048.0,41,1,True,51,Madrid,Comunidad de Madrid,False,1,Casado,False,False,Grado 0,Leve,Sin delitos,False,True,False,False,49,37,58,False,,40.62
49,395,Alonso,Almansa,77,18639.0,42,1,True,51,Madrid,Comunidad de Madrid,False,5,Casado,False,False,Grado 0,Leve,Sin delitos,False,False,False,False,49,83,122,False,,40.57291777529849
49,11252,Alonso,Osuna,83,20770.0,38,2,True,17,Formentera,Islas Baleares,True,7,Soltero,False,False,Grado 0,Leve,Sin delitos,False,True,False,True,49,34,33,False,,40.51
49,59303,Atilio,Ariza,78,16303.0,41,1,True,11,Zaragoza,Aragon,False,2,Viudo,False,False,Grado 0,Leve,Sin delitos,False,False,False,False,49,99,62,False,,40.4528076424886
49,35832,Carina,Sanz,70,26521.0,35,1,True,51,Madrid,Comunidad de Madrid,False,8,Viudo,False,False,Grado 0,Ninguna,Sin delitos,False,True,False,False,49,88,87,False,,40.39012317426763
49,78033,Maura,Lucena,66,13217.0,39,1,True,51,Madrid,Comunidad de Madrid,False,2,Viudo,False,False,Grado 0,Media,Sin delitos,False,True,False,False,49,69,47,False,,40.32735741305919
49,99334,Oscar,Tamarit,78,11800.0,44,5,True,52,Murcia,Region de Murcia,True,2,Viudo,False,False,Grado 0,Media,Sin delitos,False,True,False,False,49,89,121,False,,40.31280764248861
49,59983,Salvador,Ledesma,76,18056.0,44,1,True,51,Madrid,Comunidad de Madrid,False,2,Viudo,False,False,Grado 0,Ninguna,Sin delitos,False,False,False,False,49,91,131,False,,40.068743712711814
49,14834,Matias,Sacristán,76,16058.0,43,1,True,51,Madrid,Comunidad de Madrid,False,4,Casado,False,False,Grado 0,Media,Sin delitos,False,True,False,False,51,132,49,False,,39.94874371271182
49,92362,Constanza,Arjona,73,11416.0,41,2,True,51,Madrid,Comunidad de Madrid,False,2,Viudo,False,False,Grado 0,Leve,Sin delitos,False,False,False,True,49,35,93,False,,39.759866528028226
49,59615,Marcio,Abellán,83,15302.0,40,2,True,10,Teruel,Aragon,False,2,Soltero,False,False,Grado 0,Media,Sin delitos,False,False,False,True,49,125,119,False,,39.75
49,37991,Rosalva,Mesa,100,15448.0,42,1,True,28,Avila,Castilla y Leon,False,0,Soltero,False,False,Grado 0,Media,Sin delitos,False,True,True,False,49,150,137,False,,39.74
49,17396,Aitor,Andres,74,18269.0,36,1,True,38,Gerona,Cataluna,False,5,Viudo,False,False,Grado 0,Media,Sin delitos,False,True,False,False,67,55,149,False,,39.63728232766873
49,90727,Arsenio,Naranjo,89,11346.0,41,5,True,51,Madrid,Comunidad de Madrid,False,8,Casado,False,False,Grado 0,Media,Sin delitos,False,False,False,False,133,146,84,False,,39.62
50,86612,Juana,Guardiola,86,12140.0,43,1,True,15,Menorca,Islas Baleares,True,2,Casado,False,False,Grado 0,Media,Sin delitos,False,True,False,False,50,68,147,False,,40.86
50,580,Clotilde,Haro,83,17073.0,40,2,True,51,Madrid,Comunidad de Madrid,False,7,Soltero,False,False,Grado 0,Ninguna,Sin delitos,False,True,False,True,50,29,85,False,,40.75
50,89887,Mireia,Rivera,84,14649.0,42,1,True,37,Barcelona,Cataluna,True,3,Casado,False,False,Grado 0,Ninguna,Sin delitos,False,True,False,True,50,43,68,False,,39.49
50,26756,Olegario,Cañellas,93,20659.0,42,1,True,21,La Gomera,Canarias,True,2,Viudo,False,False,Grado 0,Media,Sin delitos,False,True,False,True,64,50,118,False,,39.49
50,88417,Maxima,Bustamante,72,12133.0,39,1,True,4,Granada,Andalucia,False,8,Casado,False,False,Grado 1,Ninguna,Sin delitos,False,False,False,True,50,12,141,False,,39.29790956163169
50,2495,Hilda,Anglada,72,11235.0,40,1,True,37,Barcelona,Cataluna,True,2,Viudo,False,False,Grado 0,Leve,Sin delitos,False,True,False,False,50,67,105,False,,39.16790956163169
50,85699,Jenaro,Ibañez,80,16297.0,38,2,True,47,Lugo,Galicia,True,8,Casado,False,False,Grado 0,Leve,Sin delitos,False,True,False,False,55,50,109,False,,39.01
50,53530,Anabel,Valverde,82,16555.0,44,1,True,13,Gijon,Principado de Asturias,True,2,Viudo,False,False,Grado 0,Leve,Sin delitos,False,True,True,False,50,55,28,False,,38.980000000000004
50,22735,Saturnina,Herrero,79,13046.0,42,1,True,31,Palencia,Castilla y Leon,False,2,Casado,False,False,Grado 0,Leve,Sin delitos,False,True,False,False,50,89,96,False,,38.74
50,59036,Joel,Jódar,83,14015.0,42,1,True,38,Gerona,Cataluna,False,2,Casado,False,False,Grado 0,Leve,Sin delitos,False,True,False,False,50,89,49,False,,38.74
50,87249,Hortensia,Novoa,79,13001.0,37,1,True,15,Menorca,Islas Baleares,True,2,Casado,False,False,Grado 0,Media,Sin delitos,False,True,False,False,50,117,16,False,,38.64
50,91042,Rafael,Gárate,82,20949.0,40,1,True,62,Africa,Africa,True,4,Casado,False,False,Grado 0,Leve,Sin delitos,False,True,False,False,50,130,102,False,,38.5
50,99154,Julia,Lozano,79,12044.0,42,2,True,37,Barcelona,Cataluna,True,2,Viudo,False,False,Grado 0,Leve,Sin delitos,False,True,False,False,85,50,5,False,,38.49
50,39064,Omar,Paredes,93,11173.0,44,2,True,54,Pamplona,Comunidad Foral de Navarra,True,2,Casado,False,False,Grado 0,Media,Sin delitos,False,False,False,False,50,55,15,False,,38.480000000000004
50,51541,Cristobal,Cañete,85,11949.0,43,1,True,38,Gerona,Cataluna,False,2,Viudo,False,False,Grado 0,Media,Sin delitos,False,False,True,False,80,50,61,False,,38.36
50,22894,Ingrid,Arribas,83,18841.0,43,2,True,51,Madrid,Comunidad de Madrid,False,6,Casado,False,False,Grado 0,Leve,Sin delitos,False,False,False,False,50,103,9,False,,38.36
50,91540,Teo,Lladó,74,17839.0,42,2,True,50,Logrono,La Rioja,False,2,Viudo,False,False,Grado 0,Media,Sin delitos,False,True,False,False,50,93,117,False,,38.35728232766873
50,97384,Jenaro,Salvador,94,17559.0,42,1,True,5,Huelva,Andalucia,True,5,Soltero,False,False,Grado 0,Leve,Sin delitos,False,False,False,False,50,30,40,False,,38.24
50,13744,Edelmira,Lopez,74,14329.0,32,1,True,37,Barcelona,Cataluna,True,7,Casado,False,False,Grado 0,Media,Sin delitos,False,False,False,False,50,145,36,False,,38.157282327668725
50,76836,Geronimo,Frías,75,14748.0,40,1,True,51,Madrid,Comunidad de Madrid,False,2,Soltero,False,False,Grado 0,Media,Sin delitos,False,True,False,True,50,74,64,False,,38.10022009948851
50,69332,Lara,Casal,73,15437.0,34,2,True,37,Barcelona,Cataluna,True,7,Casado,False,False,Grado 0,Leve,Sin delitos,False,True,False,False,50,71,39,False,,37.91986652802823
50,35893,Clemente,Aranda,80,14103.0,40,0,True,4,Granada,Andalucia,False,6,Viudo,False,False,Grado 0,Ninguna,Sin delitos,True,False,False,False,50,25,99,False,,37.75
50,99929,Lina,Lobo,65,13057.0,44,1,True,21,La Gomera,Canarias,True,7,Viudo,False,False,Grado 0,Ninguna,Sin delitos,False,False,True,False,50,116,64,False,,37.7419040037329
51,48428,Venceslas,Zapata,79,13087.0,41,2,True,11,Zaragoza,Aragon,False,5,Casado,False,False,Grado 0,Leve,Sin delitos,False,True,False,False,51,80,61,False,,40.87
51,58307,Aitana,Aguilera,75,14646.0,40,2,True,21,La Gomera,Canarias,True,4,Viudo,False,False,Grado 0,Media,Sin delitos,False,False,False,False,51,35,37,False,,40.10022009948851
51,90976,Onofre,Roldán,78,13257.0,40,1,True,56,Guipuzcoa,Pais Vasco,True,1,Viudo,False,False,Grado 0,Leve,Sin delitos,False,True,False,False,51,59,41,False,,39.8328076424886
51,85545,Diego,Méndez,93,18043.0,42,2,True,5,Huelva,Andalucia,True,6,Casado,False,False,Grado 0,Media,Sin delitos,False,False,False,False,51,14,79,False,,39.74
51,62936,Vasco,Arregui,75,18827.0,43,3,True,42,Castellon,Comunidad Valenciana,True,5,Viudo,False,False,Grado 0,Media,Sin delitos,False,True,False,True,122,51,52,False,,39.21022009948851
51,32547,Rosario,Sevilla,82,19405.0,43,1,True,51,Madrid,Comunidad de Madrid,False,2,Casado,False,False,Grado 0,Media,Sin delitos,False,True,False,False,51,134,101,False,,38.86
51,11266,Gloria,Parejo,78,19039.0,40,2,True,56,Guipuzcoa,Pais Vasco,True,7,Viudo,True,False,Grado 1,Media,Sin delitos,False,False,False,True,51,46,95,False,,38.8328076424886
51,11323,Oriana,Riera,64,17370.0,41,1,True,23,Albacete,Castilla-La Mancha,False,7,Viudo,False,False,Grado 0,Media,Sin delitos,False,True,False,True,103,51,130,False,,38.45142962431894
51,14723,Serafina,Andreu,97,14884.0,43,1,True,15,Menorca,Islas Baleares,True,5,Casado,False,False,Grado 0,Leve,Sin delitos,False,False,False,False,111,51,11,False,,37.86
51,9988,Amor,Aranda,77,19288.0,43,2,True,59,Melilla,Melilla,True,0,Viudo,False,False,Grado 0,Media,Sin delitos,False,True,False,False,51,45,56,False,,37.6929177752985
51,4267,Alondra,Aguilera,83,10979.0,43,2,True,47,Lugo,Galicia,True,5,Casado,False,False,Grado 0,Leve,Sin delitos,False,True,False,False,95,147,72,False,,37.61
51,91549,Francisco Jose,Ariza,78,12795.0,44,1,True,39,Lerida,Cataluna,False,0,Viudo,False,False,Grado 0,Leve,Sin delitos,False,False,False,False,51,114,79,False,,37.56280764248861
51,65632,Abigail,Guzmán,95,15579.0,38,1,True,15,Menorca,Islas Baleares,True,2,Viudo,False,False,Grado 0,Media,Sin delitos,False,True,False,True,107,3,108,False,,37.51
51,39154,Manuel,Gaya,78,14897.0,35,0,True,52,Murcia,Region de Murcia,True,6,Viudo,False,False,Grado 0,Ninguna,Sin delitos,False,False,False,False,92,147,8,False,,37.4828076424886
52,70922,Carla,Vilaplana,75,15087.0,44,1,True,5,Huelva,Andalucia,True,5,Soltero,False,False,Grado 0,Ninguna,Sin delitos,False,True,False,False,52,106,85,False,,41.080220099488514
52,85518,Marco,Sáenz,72,13165.0,41,2,True,16,Ibiza,Islas Baleares,True,7,Soltero,False,False,Grado 0,Leve,Sin delitos,False,True,False,False,52,24,17,False,,40.28790956163169
52,16546,Calista,Gracia,77,11743.0,44,1,True,39,Lerida,Cataluna,False,2,Casado,False,False,Grado 0,Leve,Sin delitos,False,True,False,False,52,42,62,False,,39.562917775298494
52,61221,Natividad,Macías,95,16832.0,32,2,True,43,Valencia,Comunidad Valenciana,True,8,Soltero,False,False,Grado 0,Ninguna,Sin delitos,False,True,False,False,52,54,39,False,,39.04
52,50624,Regina,Martí,79,11909.0,43,2,True,46,La Coruna,Galicia,True,2,Casado,False,False,Grado 0,Leve,Sin delitos,False,True,False,False,52,81,84,False,,38.86
52,79490,Celestino,Agustín,74,13521.0,42,1,True,16,Ibiza,Islas Baleares,True,6,Casado,False,False,Grado 0,Leve,Sin delitos,False,True,False,False,142,52,45,False,,38.85728232766873
52,45014,Viviana,Barón,75,24709.0,44,1,True,7,Malaga,Andalucia,True,5,Viudo,False,False,Grado 0,Ninguna,Sin delitos,False,True,False,False,52,5,134,False,,38.830220099488514
52,91861,Candido,Egea,93,20162.0,38,1,True,53,Cartagena,Region de Murcia,True,2,Viudo,False,False,Grado 0,Leve,Sin delitos,False,True,False,False,52,91,74,False,,38.76
52,74360,Gabriela,Menéndez,84,14530.0,44,1,True,40,Tarragona,Cataluna,True,2,Casado,False,False,Grado 0,Media,Sin delitos,False,False,False,False,52,104,63,False,,38.730000000000004
52,88725,Octavio,Villanueva,70,21006.0,41,1,True,3,Cordoba,Andalucia,False,5,Viudo,False,False,Grado 0,Media,Sin delitos,False,True,False,False,63,52,15,False,,38.61012317426763
52,45301,Clara,Ferrer,80,12470.0,43,2,True,4,Granada,Andalucia,False,2,Soltero,False,False,Grado 0,Leve,Sin delitos,False,True,False,False,52,102,85,False,,38.11
52,74075,Carmela,Coll,100,14524.0,40,1,True,37,Barcelona,Cataluna,True,2,Casado,False,False,Grado 0,Leve,Sin delitos,False,True,False,False,52,97,12,False,,38.0
52,72975,Perla,Benavides,83,14813.0,43,2,True,37,Barcelona,Cataluna,True,2,Casado,False,False,Grado 0,Leve,Sin delitos,False,True,False,True,52,100,42,False,,37.86
52,7707,Maxi,Martí,82,13917.0,42,1,True,5,Huelva,Andalucia,True,0,Viudo,False,False,Grado 0,Leve,Sin delitos,False,True,True,False,52,77,133,False,,37.74
52,7396,Blas,Esteban,76,14110.0,40,1,True,9,Huesca,Aragon,False,2,Viudo,False,False,Grado 0,Leve,Sin delitos,False,False,False,True,52,115,129,False,,37.58874371271182
52,25039,Joel,Granados,79,15661.0,44,1,True,37,Barcelona,Cataluna,True,2,Viudo,False,False,Grado 0,Ninguna,Sin delitos,False,True,False,False,83,129,16,False,,37.480000000000004
52,86084,Aitana,Leal,62,13486.0,42,1,True,24,Ciudad Real,Castilla-La Mancha,False,5,Viudo,False,False,Grado 0,Media,Sin delitos,False,True,False,True,128,52,145,False,,37.475190882726345
52,66477,Wilfredo,Alemany,70,21304.0,44,1,True,41,Alicante,Comunidad Valenciana,True,5,Viudo,False,False,Grado 0,Ninguna,Sin delitos,False,False,False,False,52,14,126,False,,37.47012317426763
53,93500,Vilma,Lucas,78,15214.0,43,1,False,36,Zamora,Castilla y Leon,False,7,Viudo,True,False,Grado 0,Leve,Sin delitos,False,False,False,False,53,137,139,False,,40.9428076424886
53,96275,Leoncio,Cobo,80,11741.0,41,1,True,28,Avila,Castilla y Leon,False,2,Viudo,False,False,Grado 0,Ninguna,Sin delitos,False,False,False,False,53,114,138,False,,39.87
53,24645,Juanito,Gómez,90,14595.0,36,1,True,37,Barcelona,Cataluna,True,2,Viudo,False,False,Grado 0,Ninguna,Sin delitos,False,True,False,False,53,27,128,False,,39.519999999999996
53,42919,Gracia,Millán,80,11843.0,43,1,True,22,Santander,Cantabria,True,2,Casado,False,False,Grado 0,Media,Sin delitos,False,False,False,True,53,1,50,False,,39.36
53,21137,Pascuala,Alcaraz,81,17183.0,43,1,True,12,Oviedo,Principado de Asturias,False,1,Viudo,False,False,Grado 0,Leve,Sin delitos,False,True,False,False,53,148,143,False,,39.36
53,29702,Marianela,Jimenez,75,12774.0,40,2,True,29,Burgos,Castilla y Leon,False,5,Viudo,False,False,Grado 0,Ninguna,Sin delitos,False,False,False,False,53,64,125,False,,39.10022009948851
53,72601,Nuria,Calderón,75,19383.0,44,2,True,11,Zaragoza,Aragon,False,5,Viudo,False,False,Grado 0,Ninguna,Sin delitos,False,True,False,False,71,53,4,False,,38.580220099488514
